event_id,timestamp,satellite_id,x_km,y_km,z_km,distance_km,relative_speed,range_rate,hist_close_count,collision_probability,risk_tier,date,hour,day_of_week,week_number,month
1,2025-01-01 00:00:00,SAT_A,-6585.282236381963,-113.299395472548,212.52243118199567,17.234103840032496,7.961973500592008,-2.3910568822589418,1,0.0043941433282447,Medium,2025-01-01,0,Wednesday,1,January
2,2025-01-01 00:30:00,SAT_A,2305.535650866066,-6288.574778046275,660.9183113242234,7.776943618650412,8.470406056591372,2.829566410415284,0,0.001168658737209,Medium,2025-01-01,0,Wednesday,1,January
3,2025-01-01 01:00:00,SAT_A,5009.969774235697,-671.3763653248352,853.4074769353433,8.098585824225628,4.676387391731887,-0.3228509326210815,9,0.0068141235363766,High,2025-01-01,1,Wednesday,1,January
4,2025-01-01 01:30:00,SAT_A,5214.893185079831,-2179.9830093987293,-727.282845339108,15.6661754763614,1.027302993241718,1.972850198752437,5,0.0008792915516571,Low,2025-01-01,1,Wednesday,1,January
5,2025-01-01 02:00:00,SAT_A,3204.555079854159,3526.325885231019,273.04066469596,17.32367750660049,11.10332463370955,-3.908977242988106,6,0.000516532764172,Low,2025-01-01,2,Wednesday,1,January
6,2025-01-01 02:30:00,SAT_A,5051.824882950161,-313.7043865965961,357.24949268198225,2.6565579807216064,13.427305598338156,4.695143864602477,9,0.0034577191760069,Medium,2025-01-01,2,Wednesday,1,January
7,2025-01-01 03:00:00,SAT_A,-3694.252684379217,-5167.385576444129,-1235.3627236117431,19.493057647088605,3.4230824976019743,4.062795298642852,4,0.0033910988384248,Medium,2025-01-01,3,Wednesday,1,January
8,2025-01-01 03:30:00,SAT_A,6526.609160401029,495.6692130624469,-2987.2832745294936,18.601168653276623,5.514128375384368,-4.620880472652363,2,0.0034791152857691,Medium,2025-01-01,3,Wednesday,1,January
9,2025-01-01 04:00:00,SAT_A,4964.533864563933,-4451.645622558011,2614.715565395992,1.1327985818457802,0.1111873648737917,-3.309377295053215,9,0.0016161126248784,Medium,2025-01-01,4,Wednesday,1,January
10,2025-01-01 04:30:00,SAT_A,2997.233882959448,6123.137919414707,-936.7682167847706,12.959875651222491,11.079189234462124,-2.494643184857762,5,0.0039956374849623,Medium,2025-01-01,4,Wednesday,1,January
11,2025-01-01 05:00:00,SAT_A,5797.39007087547,2348.632967770918,-233.89113255849725,15.194747804197318,8.583692415319764,4.05279632585528,6,0.0081632330136945,High,2025-01-01,5,Wednesday,1,January
12,2025-01-01 05:30:00,SAT_A,-576.3679494936287,-6200.452378126135,673.9422697700038,13.789917003813152,11.031088103870951,1.2724667577563045,9,0.0083700830252916,High,2025-01-01,5,Wednesday,1,January
13,2025-01-01 06:00:00,SAT_A,-2821.57225773562,-5922.912598532868,-481.8507486053668,14.3599013731344,2.187017666949846,-3.5511962761709626,0,0.003235359064724,Medium,2025-01-01,6,Wednesday,1,January
14,2025-01-01 06:30:00,SAT_A,1653.437638612788,423.6134250983232,-841.8024117672699,12.148878109441885,6.537358667102534,-3.270598294681398,9,0.0007542464660595,Low,2025-01-01,6,Wednesday,1,January
15,2025-01-01 07:00:00,SAT_A,1958.436550948083,1370.8100553049408,934.9238885897151,12.425624581400564,6.0484407526996975,1.2253205496469546,6,0.0038855173564808,Medium,2025-01-01,7,Wednesday,1,January
16,2025-01-01 07:30:00,SAT_A,4279.88890371307,-3453.98515289023,908.445226303807,7.731522606770103,1.2602216823523076,1.8631407991762223,6,0.0025370419286284,Medium,2025-01-01,7,Wednesday,1,January
17,2025-01-01 08:00:00,SAT_A,-3775.011290783256,-723.5618795850833,2889.6911035430185,1.62771924995101,11.843373102289442,3.825443156321336,9,0.007153719600046,High,2025-01-01,8,Wednesday,1,January
18,2025-01-01 08:30:00,SAT_A,-3856.2159441311487,-6381.946015275288,-2198.0908170014964,8.62472928031948,0.5343775101705551,0.1853597360560055,8,0.0087239289977229,High,2025-01-01,8,Wednesday,1,January
19,2025-01-01 09:00:00,SAT_A,-5174.284641189951,-5010.482540990596,-649.9522689244022,15.137666722292582,7.182630845728649,2.558437571590363,2,0.000693025479584,Low,2025-01-01,9,Wednesday,1,January
20,2025-01-01 09:30:00,SAT_A,4799.058500275343,4438.855729870578,1987.86919862556,18.83208868263684,4.558384601045049,0.6756507720166738,1,0.0021229667032287,Medium,2025-01-01,9,Wednesday,1,January
21,2025-01-01 10:00:00,SAT_A,-5669.718295698466,-564.310016423954,-247.06946575213988,0.2726506926752916,1.1449764489702932,-4.265759381218132,1,0.0023805581574723,Medium,2025-01-01,10,Wednesday,1,January
22,2025-01-01 10:30:00,SAT_A,5677.878472933515,-217.91768001326545,-2300.5644011619825,14.293511195663184,14.393081650841074,0.8749683757343218,4,0.0096688813994023,High,2025-01-01,10,Wednesday,1,January
23,2025-01-01 11:00:00,SAT_A,-5839.216610884383,-4570.994416938636,1655.176474703585,11.810142719224942,11.133266565521753,-0.0730270237853281,9,0.0046644958381888,Medium,2025-01-01,11,Wednesday,1,January
24,2025-01-01 11:30:00,SAT_A,-4494.722420028017,-1747.7120058380387,565.4219986842231,8.833928712834805,0.2441097285680446,-1.735750114424539,0,0.0051432947331074,High,2025-01-01,11,Wednesday,1,January
25,2025-01-01 12:00:00,SAT_A,6286.587488912493,-2708.2189025651387,2484.6290888855983,3.153491069962879,9.060727745543057,4.444800232998054,9,0.0092257954671539,High,2025-01-01,12,Wednesday,1,January
26,2025-01-01 12:30:00,SAT_A,3346.2445959765846,5810.331668796349,1717.1809705767555,13.335687801340285,9.906271052960957,-1.5215532484721974,0,0.0017861087671752,Medium,2025-01-01,12,Wednesday,1,January
27,2025-01-01 13:00:00,SAT_A,-3950.5197456277215,-1562.844918225077,-2115.1637228459977,10.380051696141354,2.704797185664776,-0.0672022078854741,5,0.0086443578491297,High,2025-01-01,13,Wednesday,1,January
28,2025-01-01 13:30:00,SAT_A,-995.5074120877724,-4566.2719568116245,-1542.4524757148954,10.837016105765343,2.758959609452514,2.2635732031117284,5,0.0087068694389357,High,2025-01-01,13,Wednesday,1,January
29,2025-01-01 14:00:00,SAT_A,819.472329084846,-4248.9130823887535,-2689.4090158946133,5.214436517623335,4.717810015504938,1.4571093759430118,4,0.0064726718928046,High,2025-01-01,14,Wednesday,1,January
30,2025-01-01 14:30:00,SAT_A,5220.642387679671,-1586.391413679161,549.6211992099388,2.8733678970761143,2.31602677676165,1.2654614175184298,7,0.0040406391853268,Medium,2025-01-01,14,Wednesday,1,January
31,2025-01-01 15:00:00,SAT_A,-3545.1453334835123,-6314.299062266269,-186.07669827991597,19.604066022686368,8.538071213229937,2.7001198481029203,1,0.0004446753229081,Low,2025-01-01,15,Wednesday,1,January
32,2025-01-01 15:30:00,SAT_A,1300.6548103541445,4266.16224776715,-548.598828120997,4.4740734940132105,11.296343796091271,2.1213258112058995,8,0.0010265475650971,Medium,2025-01-01,15,Wednesday,1,January
33,2025-01-01 16:00:00,SAT_A,5514.015775754106,-4215.194038200376,-1728.8156976471896,10.873540597078494,11.30276824293822,-4.83666055638262,3,0.0012968008992798,Medium,2025-01-01,16,Wednesday,1,January
34,2025-01-01 16:30:00,SAT_A,-3223.2700243448203,4402.490963272916,266.9341958587661,10.226435309774695,13.502503821370018,-2.7978434378756045,7,0.0030827145249638,Medium,2025-01-01,16,Wednesday,1,January
35,2025-01-01 17:00:00,SAT_A,895.3795301215359,5515.958005363651,-2775.15981255939,13.277763486233445,4.025238061348464,2.347920075038587,3,0.0012323800303158,Medium,2025-01-01,17,Wednesday,1,January
36,2025-01-01 17:30:00,SAT_A,-4459.762677042989,-306.3418307847124,381.88747604667424,19.195781663320957,3.291588625585776,2.6418197865614967,1,0.0085231528227759,High,2025-01-01,17,Wednesday,1,January
37,2025-01-01 18:00:00,SAT_A,-2282.671511214323,-1310.8254495169267,1678.9998006411752,17.432779265882825,9.210708325814116,0.6979478514582205,2,0.0043439471120465,Medium,2025-01-01,18,Wednesday,1,January
38,2025-01-01 18:30:00,SAT_A,31.12253436777246,2692.188925281685,2650.6164507307803,15.735449732708824,12.262222525827609,-0.9131554237807392,3,0.0082006892619497,High,2025-01-01,18,Wednesday,1,January
39,2025-01-01 19:00:00,SAT_A,-4110.705458938783,-3866.964505733156,1518.839797965992,1.39957763923966,5.96430261879059,-0.0852342778456849,3,0.0042407853888814,Medium,2025-01-01,19,Wednesday,1,January
40,2025-01-01 19:30:00,SAT_A,3924.322355338904,6462.392817088281,2797.6363622412973,12.535940469662814,4.595558657032506,-0.8513204230475964,6,0.0072305618638104,High,2025-01-01,19,Wednesday,1,January
41,2025-01-01 20:00:00,SAT_A,4405.031098432493,-557.4263175815413,-649.1865269484374,8.565105612723892,7.347551872753905,4.662440608047309,2,0.0054640858135948,High,2025-01-01,20,Wednesday,1,January
42,2025-01-01 20:30:00,SAT_A,254.9771563723034,-5777.114842083886,-2532.520451746361,1.2283646386330336,3.130099628939999,-3.244906711173285,7,0.0030717466300679,Medium,2025-01-01,20,Wednesday,1,January
43,2025-01-01 21:00:00,SAT_A,-3285.7233377521065,5442.216823446996,2800.980766630618,0.6646197664033776,14.627469094652737,-4.014517714175478,1,0.0074003090800634,High,2025-01-01,21,Wednesday,1,January
44,2025-01-01 21:30:00,SAT_A,6648.144635040699,-2620.104238776001,-2807.375950239007,17.83113978643857,2.652244897749255,-0.987627178087827,2,0.0065128424067086,High,2025-01-01,21,Wednesday,1,January
45,2025-01-01 22:00:00,SAT_A,-2837.8009781606297,-3011.2807582311834,-1927.3078478011191,3.994324832598634,2.18692257873796,2.921393419217207,1,0.0096805998825514,High,2025-01-01,22,Wednesday,1,January
46,2025-01-01 22:30:00,SAT_A,53.32772498423037,3344.2730020532053,1789.0961093708056,5.924798192691521,14.404518773909794,-2.511920209924531,3,0.0075569369865176,High,2025-01-01,22,Wednesday,1,January
47,2025-01-01 23:00:00,SAT_A,5176.212182466912,-1429.1064639588549,-2894.813769512254,7.236469564231914,11.29508303463688,3.5902899973875595,9,0.0070424881168368,High,2025-01-01,23,Wednesday,1,January
48,2025-01-01 23:30:00,SAT_A,-3571.320316281555,479.3654185234436,2117.4347389306467,8.483319899846446,1.7891165693067732,-4.290904783669353,8,0.0065571327853188,High,2025-01-01,23,Wednesday,1,January
49,2025-01-02 00:00:00,SAT_A,-1138.0748309435958,-4491.796118862661,1849.5694886183248,19.85287023733706,4.518707002863544,-1.4852375858466793,2,0.0030115389447369,Medium,2025-01-02,0,Thursday,1,January
50,2025-01-02 00:30:00,SAT_A,6682.125353847127,5256.430601922128,1922.760750066087,0.6413039264370871,4.350865899804076,0.2987217547095699,0,0.0088311366523252,High,2025-01-02,0,Thursday,1,January
51,2025-01-02 01:00:00,SAT_A,3085.567256997096,-704.5616814424684,786.1486413505222,17.738371096178156,13.668684364306507,2.759976448978575,9,0.0040102111678861,Medium,2025-01-02,1,Thursday,1,January
52,2025-01-02 01:30:00,SAT_A,-1578.6597270230632,-1479.8108449863405,838.7428879902659,5.226131914343835,12.603906728746132,-0.3703210765724964,3,0.0045646633519844,Medium,2025-01-02,1,Thursday,1,January
53,2025-01-02 02:00:00,SAT_A,-392.8389053237206,3288.6625709745404,2848.306788702599,1.8574793666921503,6.023535975925487,0.02137459646642,2,0.0073998923715339,High,2025-01-02,2,Thursday,1,January
54,2025-01-02 02:30:00,SAT_A,6158.686431983022,-3420.325057775221,2769.0023244475224,6.969714512403018,8.20505433024539,0.2146083795322084,7,0.00728773882334,High,2025-01-02,2,Thursday,1,January
55,2025-01-02 03:00:00,SAT_A,6918.241196415558,-6916.687812436194,1839.669721241268,1.741751015043241,14.622609239067078,-3.2054922198244027,2,0.0015979796100701,Medium,2025-01-02,3,Thursday,1,January
56,2025-01-02 03:30:00,SAT_A,-4590.267632106514,1884.3558441437744,570.9993686568973,11.820875776698609,0.7478740853493094,1.6365591094985763,0,0.0065941852988699,High,2025-01-02,3,Thursday,1,January
57,2025-01-02 04:00:00,SAT_A,5507.08967778144,2433.163599857149,2194.356885471231,6.752391452890608,4.9075263090487,0.2742952837095425,0,0.0024531431778204,Medium,2025-01-02,4,Thursday,1,January
58,2025-01-02 04:30:00,SAT_A,824.0569125302982,1561.7229127404644,-2022.9476888101392,10.200808359119035,14.27507814658717,-4.062512574811082,6,0.0013770594530495,Medium,2025-01-02,4,Thursday,1,January
59,2025-01-02 05:00:00,SAT_A,-3699.5911104258207,-3009.139013368205,-1714.665022155568,1.2972488193476577,5.692556756499254,-0.0660001914673085,2,0.0036737723828684,Medium,2025-01-02,5,Thursday,1,January
60,2025-01-02 05:30:00,SAT_A,4460.731583376841,3733.3406251779215,1287.6260480225849,9.84836954907922,7.314834619049037,3.805311373759011,3,0.0072814904391437,High,2025-01-02,5,Thursday,1,January
61,2025-01-02 06:00:00,SAT_A,3299.647102736308,221.9025734668976,1530.041561506846,17.169892992777083,4.711836728262306,3.6000488586297426,3,0.00521445035493,High,2025-01-02,6,Thursday,1,January
62,2025-01-02 06:30:00,SAT_A,2776.6073434596583,5669.380802287255,22.644707511164142,16.938725842222674,3.206317332476672,-2.916173025396346,0,0.0084828727387124,High,2025-01-02,6,Thursday,1,January
63,2025-01-02 07:00:00,SAT_A,973.6374390947468,1807.241387015947,2207.758553170524,2.487132149747059,5.405197099043441,-1.4863546262657392,7,0.00645139124119,High,2025-01-02,7,Thursday,1,January
64,2025-01-02 07:30:00,SAT_A,-3797.710380722777,-923.6841755949854,2667.782701757822,2.248412498705997,12.772563933933553,-2.520205330319825,7,0.005209600890991,High,2025-01-02,7,Thursday,1,January
65,2025-01-02 08:00:00,SAT_A,2342.563630149467,-1521.3496559509267,1190.646898452047,18.48696619031504,14.18779303952671,2.4641010988398917,5,0.0062087773159062,High,2025-01-02,8,Thursday,1,January
66,2025-01-02 08:30:00,SAT_A,1432.2358913881362,3320.2454744829392,-2234.6613724909403,10.919309884185244,13.779581049137835,-0.4181178085486712,1,0.0089114369278312,High,2025-01-02,8,Thursday,1,January
67,2025-01-02 09:00:00,SAT_A,497.5734040205016,3706.2197825522817,-2343.5186469536343,11.399099329370364,9.548056359437448,-1.546817920617487,5,0.0039206004804306,Medium,2025-01-02,9,Thursday,1,January
68,2025-01-02 09:30:00,SAT_A,-2497.5810304893057,464.45166601358505,-1193.1302492483587,10.932872693022512,11.540750441714398,4.308395131814208,8,0.0095045464077276,High,2025-01-02,9,Thursday,1,January
69,2025-01-02 10:00:00,SAT_A,-599.9624928495041,-6046.134418160547,-297.1318223791923,3.167270802091329,9.953359229860595,-4.587273867093307,6,0.008237798460201,High,2025-01-02,10,Thursday,1,January
70,2025-01-02 10:30:00,SAT_A,3730.097573311421,3439.606131826408,-370.8096160951368,7.37841084820273,9.843560603215728,1.7122266480950143,3,0.0036978426302972,Medium,2025-01-02,10,Thursday,1,January
71,2025-01-02 11:00:00,SAT_A,-2042.4677002888748,1018.9709474733944,1642.6226780074558,13.269769537301633,0.1105076773810313,2.996470614839013,4,0.0033119360428894,Medium,2025-01-02,11,Thursday,1,January
72,2025-01-02 11:30:00,SAT_A,1217.4084344824296,6903.338835992763,-2653.317385011506,12.657476407052558,6.946088459128442,4.146432135715386,2,0.0087216541382426,High,2025-01-02,11,Thursday,1,January
73,2025-01-02 12:00:00,SAT_A,5120.950624253826,-6851.356814802172,41.785235517186265,13.489677389871266,1.768765693899763,1.4581893686357097,6,0.0048440797139233,Medium,2025-01-02,12,Thursday,1,January
74,2025-01-02 12:30:00,SAT_A,-111.92824170939276,661.8576594740371,-207.47206773896687,0.7666578392325695,14.07410604752179,1.8590998230312772,5,0.0078868372943791,High,2025-01-02,12,Thursday,1,January
