timestamp,satellite_id,x_km,y_km,z_km,distance_km,relative_speed,range_rate,hist_close_count,collision_probability
2025-01-01 00:00:00,SAT_A,-6585.282236381963,-113.29939547254799,212.52243118199567,17.234103840032496,7.961973500592008,-2.3910568822589418,1,0.004394143328244778
2025-01-01 00:30:00,SAT_A,2305.535650866066,-6288.574778046275,660.9183113242234,7.776943618650412,8.470406056591372,2.829566410415284,0,0.001168658737209044
2025-01-01 01:00:00,SAT_A,5009.969774235697,-671.3763653248352,853.4074769353433,8.098585824225628,4.676387391731887,-0.32285093262108155,9,0.006814123536376669
2025-01-01 01:30:00,SAT_A,5214.893185079831,-2179.9830093987293,-727.282845339108,15.6661754763614,1.027302993241718,1.972850198752437,5,0.0008792915516571487
2025-01-01 02:00:00,SAT_A,3204.555079854159,3526.325885231019,273.04066469596,17.32367750660049,11.10332463370955,-3.9089772429881062,6,0.0005165327641720319
2025-01-01 02:30:00,SAT_A,5051.824882950161,-313.7043865965961,357.24949268198225,2.6565579807216064,13.427305598338155,4.695143864602477,9,0.0034577191760069605
2025-01-01 03:00:00,SAT_A,-3694.252684379217,-5167.385576444129,-1235.3627236117431,19.493057647088605,3.4230824976019743,4.062795298642852,4,0.003391098838424818
2025-01-01 03:30:00,SAT_A,6526.609160401029,495.66921306244694,-2987.2832745294936,18.601168653276623,5.514128375384368,-4.620880472652363,2,0.0034791152857691866
2025-01-01 04:00:00,SAT_A,4964.533864563933,-4451.645622558011,2614.7155653959917,1.1327985818457802,0.11118736487379177,-3.309377295053215,9,0.0016161126248784674
2025-01-01 04:30:00,SAT_A,2997.2338829594482,6123.137919414707,-936.7682167847706,12.959875651222493,11.079189234462124,-2.494643184857762,5,0.003995637484962365
2025-01-01 05:00:00,SAT_A,5797.39007087547,2348.632967770918,-233.89113255849725,15.194747804197318,8.583692415319764,4.0527963258552795,6,0.008163233013694555
2025-01-01 05:30:00,SAT_A,-576.3679494936287,-6200.452378126135,673.9422697700038,13.789917003813152,11.031088103870951,1.2724667577563045,9,0.008370083025291644
2025-01-01 06:00:00,SAT_A,-2821.57225773562,-5922.912598532868,-481.8507486053668,14.3599013731344,2.187017666949846,-3.5511962761709626,0,0.0032353590647240882
2025-01-01 06:30:00,SAT_A,1653.4376386127879,423.6134250983232,-841.8024117672699,12.148878109441885,6.537358667102534,-3.270598294681398,9,0.0007542464660595139
2025-01-01 07:00:00,SAT_A,1958.436550948083,1370.8100553049408,934.9238885897153,12.425624581400564,6.0484407526996975,1.2253205496469546,6,0.0038855173564808156
2025-01-01 07:30:00,SAT_A,4279.88890371307,-3453.98515289023,908.445226303807,7.731522606770103,1.2602216823523076,1.8631407991762226,6,0.002537041928628495
2025-01-01 08:00:00,SAT_A,-3775.0112907832563,-723.5618795850833,2889.6911035430185,1.62771924995101,11.843373102289442,3.8254431563213362,9,0.007153719600046068
2025-01-01 08:30:00,SAT_A,-3856.2159441311487,-6381.946015275288,-2198.0908170014964,8.62472928031948,0.5343775101705551,0.18535973605600553,8,0.008723928997722981
2025-01-01 09:00:00,SAT_A,-5174.284641189951,-5010.482540990596,-649.9522689244022,15.137666722292582,7.182630845728649,2.558437571590363,2,0.000693025479584083
2025-01-01 09:30:00,SAT_A,4799.058500275343,4438.855729870578,1987.8691986255599,18.832088682636837,4.558384601045049,0.6756507720166738,1,0.0021229667032287014
2025-01-01 10:00:00,SAT_A,-5669.718295698466,-564.310016423954,-247.06946575213988,0.27265069267529163,1.1449764489702932,-4.265759381218132,1,0.0023805581574723724
2025-01-01 10:30:00,SAT_A,5677.878472933515,-217.91768001326545,-2300.5644011619825,14.293511195663184,14.393081650841074,0.8749683757343218,4,0.009668881399402326
2025-01-01 11:00:00,SAT_A,-5839.216610884383,-4570.994416938636,1655.176474703585,11.810142719224942,11.133266565521753,-0.0730270237853281,9,0.004664495838188876
2025-01-01 11:30:00,SAT_A,-4494.722420028017,-1747.7120058380387,565.4219986842231,8.833928712834805,0.2441097285680446,-1.735750114424539,0,0.005143294733107485
2025-01-01 12:00:00,SAT_A,6286.587488912493,-2708.2189025651387,2484.6290888855983,3.153491069962879,9.060727745543057,4.444800232998054,9,0.00922579546715399
2025-01-01 12:30:00,SAT_A,3346.2445959765846,5810.331668796349,1717.1809705767555,13.335687801340283,9.906271052960957,-1.5215532484721974,0,0.001786108767175205
2025-01-01 13:00:00,SAT_A,-3950.5197456277224,-1562.844918225077,-2115.1637228459977,10.380051696141354,2.704797185664776,-0.06720220788547415,5,0.008644357849129793
2025-01-01 13:30:00,SAT_A,-995.5074120877725,-4566.2719568116245,-1542.4524757148954,10.837016105765345,2.758959609452514,2.2635732031117284,5,0.008706869438935798
2025-01-01 14:00:00,SAT_A,819.472329084846,-4248.9130823887535,-2689.4090158946133,5.214436517623335,4.717810015504938,1.4571093759430118,4,0.0064726718928046914
2025-01-01 14:30:00,SAT_A,5220.642387679671,-1586.391413679161,549.6211992099388,2.8733678970761143,2.31602677676165,1.2654614175184298,7,0.004040639185326823
2025-01-01 15:00:00,SAT_A,-3545.1453334835123,-6314.299062266269,-186.07669827991595,19.604066022686368,8.538071213229937,2.7001198481029203,1,0.0004446753229081668
2025-01-01 15:30:00,SAT_A,1300.6548103541445,4266.16224776715,-548.598828120997,4.4740734940132105,11.296343796091271,2.1213258112058995,8,0.0010265475650971878
